texto,sentimento
de modo geral é satisfatório por ser gravação em laser mas justamente por ser a laser deixa a desejar quanto a centralização do pingente com a marca bem como da qualidade da gravação,neutro
chegou antes da data prevista eu recomendaria para meus amigos a loja stark está de parabéns,positivo
tapete lindo chegou muito antes do prazo,positivo
poderia ter agilizado com a entrega porém recebi o produto em ótimas condições,positivo
protudo chegou em ótimo estado de conservação e antes do prazo,positivo
produto de excelente qualidade e a entrega foi feita antes do prazo previsto muito satisfeita,positivo
o produto é muito lindo e está com preço excelente a entrega foi super rápida ocorrendo muito antes do prazo recomendo o quarto ficou irado,positivo
o produto veio sem nota fiscal tive que solicitar pelo telefone,neutro
o produto não é bom,neutro
muito satisfeito eu recomendo,positivo
podem comprar sem medo,positivo
gosto de comprar nessa loja porque agente ñ precisa avisar da entrega,positivo
produto entregue no prazo nota,positivo
a descrição do produto estava errada e não consegui usar o produto pedi o cancelamento fazem dias e ainda não obtive resposta,negativo
muito bom exelente,positivo
atendimento eficaz e entrega dentro do prazo,positivo
chegou um pouco antes do prazo isso é bom,positivo
gostei demais do travesseiro é como descrito no site,positivo
super recomendo entrega e produtos ok,positivo
sem pontualidade não da satisfação ao cliente,negativo
satisfeito com a aquisição e negócio entrega no prazo com produto bem embalado com a nota fiscal caixa original garantia e manual do usuário primeiras impressões o relógio está em perfeito,positivo
atendeu as expectativas,positivo
muito bom encomenda chegou certinha,positivo
meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro king porem nao veio kiung e sim queem,negativo
produto chegou rapidamente e conforme o anunciado,positivo
produto de baixa qualidade,negativo
produto de qualidade preço justo entrega dentro do prazo o produto atendeu as minhas expectativas recomendo o vendedor,positivo
me foi enviado o produto errado,negativo
efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade aguardando tratativa,negativo
adorei o produto chegou antes do prazo estipulado estou muito satisfeita,positivo
o quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada ou seja chegou avariado o produto,neutro
produto importado o meu veio com defeito,negativo
produto simples e bonito,positivo
gostei muito da agilidade na entrega,positivo
ainda não recebi,negativo
esperava maior um pouco,positivo
o produto é razoavel envio do produto embalagem propria chegou td amassado quase q danificou,neutro
produto chegou antes do prazo muito bem embalado pelo fornecedor sem avarias a qualidado produto é muito boa,positivo
só gostaria de saber o dia correto da entrega,neutro
produtos muito bons,positivo
bom dia comprei um bebedouro vermelho metálico é recebi um bebedouro rosa obs meu cachorro é macho,negativo
não foi entregue a primeira vez que acontece isso,negativo
o produto demorou um mês para ser entregue tempo demais poderia ter chegado antes da data limite fora isso tudo ok,positivo
comprei unidades do produto veio avariado visto que a embalagem é muito fraca sendo que veio com dois buracos no fundo da panela devido a pressão que dog colocado em cima dele,negativo
só acho que poderia ter comprado mais cartuchos mas não as fiz porque cada cartucho veio em um frete diferente coisa que poderiam ser colocados em um único pacote o que baratearia o frete,positivo
eu comprei nas lannister por se tratar de uma loja de confiança porém ao chegar o produto descobri que o que foi vendido pela marca targus era na verdade um produto falsificado não confio mais,neutro
pedido foi cancelado e mesmo assim a loja enviou o produto devolvi o produto e quero o estorno da compra em meu cartão de crédito,negativo
comprei um jogo de panelas com panelas e uma panela de pressão vermelho e panelas do tipo oval recebi um jogo com panelas e jogo de espátulas pretos coisa que não pedi veio apenas uma frideira,negativo
comprei num dia e recebi no outro e a mercadoria é excelente,positivo
não gostei da qualidade do enchimento das almofadas,negativo
conforme já solicitei preciso fazer a devolução ele não foi entregue no prazo que eu precisa já solicitei por aqui e já entrei em contato com o vendedor estou no aguardo para fazer a devolução,positivo
gostaei da rapidez da entrega,positivo
quero saber dos demais produtos eram itens,negativo
não posso dar opinião sobre produto pois não recebi sobre a loja eu não recomendo pois atrasa as entregas,negativo
produto chegou no prazo em perfeitas condiçoes e veio embalado de forma incrivel muito bem embalado mesmo chegou sem nenhum arranhao,positivo
não recebi o produto,negativo
comprei dois produtos iguais e tive que pagar dois fretes a empresa poderia ter colocado em uma única embalagem e cobrar apenas um frete produto entregue em perfeitas condições ótimo produto,positivo
produto de qualidade entrega muito demorada,neutro
entrega muita rápida e produto em ótimo estado,positivo
gostaria de saber se o produto mudou de embalagem pois comprei a embalagem vermelha e recebi outra embalagem toda florida preciso saber se é o mesmo produto,positivo
lavabo bem bonito e igual a descrição veio com uma mancha bem pequena mas nada que seja um problema recomendo,positivo
produto entregue totalmente diferente do comprado,negativo
ótimo em tds os aspectos,positivo
ainda estou aguardando,negativo
aida nao recebi o produto,positivo
recebi antes da data prometida recomendo esta loja,positivo
demorou quase trinta dias tempo demais,positivo
depende para que eu possa avaliar se resolverem meu problema pos a compra era os correios só entregarão um pacote contendo peneus,negativo
boa tarde tive problemas com meu pedido sim veio o mosqueteiro errado pedi um de tamanho queen que arrastasse até o chão e com o círculo em cima bem grande veio pequeno de cama de casal nor,negativo
ate agora tudo perfeito produto e entrega no prazo,positivo
comprei relógios mas só foi entregue,negativo
produto ok recebido dentro do prazo bem antes do previsto,positivo
a entrega foi antecipado mais umas das panelas de pressão veio com o suporte quebrado,negativo
ótimo produto recomendo,positivo
entrega muito demorada comprei em e até agora não recebi os produtos,negativo
o produto chegou conforme anunciado gostei,positivo
dentro do prazo e informacoes do encaminhamento do produto de forma clara,positivo
o produto enteque veio errado,negativo
não recebi o produto o produto consta como enviado para o correio de ribeirão preto o correio não recebeu o produto envie varias mensagem para a targaryen e não obtive esta targaryen esta sujando seu nome,negativo
o produto veio fora da especificação a calota vendida tinha o símbolo da citroën mas a calota veio sem este símbolo,negativo
então conprei gostei mas nao e tudo isso nao achei q seria melhor,negativo
loja de confiança chegou no praso,positivo
amei o produto super fácil de manusear e a lannister está de parabéns pois chegou bem antes do prazo,positivo
super recomendo os produtos são lindos,positivo
pedi duas carteiras uma veio com defeito e outra veio errada ñ é a q pedi pedi reembolso e creio q isso correrá bem,negativo
motor ótimo só não vem as cremalheiras junto,neutro
gostei muito do produto entrega muito rápida,positivo
excelente produto e a entrega chegou antes do prazo previsto ótimo,positivo
produto chegou antes do prazo estabelecido,positivo
excelente chegou antes do combinado parabéns,positivo
gostei muito do produto nao tem ardencia nos olhos e nem cheiro alisou fos meus cabelos mais acho que da segunda vez ficara super liso,positivo
entregou antes do prazo estipulado ótimo por isso que sempre compro no site,positivo
apesar de não ter um bom acabamento o produto é bem funcional,positivo
entrega perfeita até antes do prazo produto em perfeito estado e de ótima qualidade,positivo
veio certinho e super rápido amei meu lustre gente,positivo
bonito bom e chegou rápido,positivo
recebi apenas detector de metal e a compra foram de unidades como podemos resolver isso aguardo orientações,negativo
boa noite na compra diz wireless mbs multilaser mais g não teria que vim o modem g que conecta no usb nele,negativo
chegou dentro do prazo muito bonito valeu,positivo
muito bom recomendo,positivo
otimi produto entrega excelente,positivo
legal tudo certo entrega rapida,positivo
comprei dois pares de aliança e chegou apenas duas unidades masculinas em minha casa estou aguardando resposta da empresa para envio das outras duas unidades femeninas que não cheopu,negativo
acho que deveriam mudar o modo de entrega pois os correios deixam muito a desejar vieram uma única vez entregar meu produto e foi um domingo à tarde e mandaram de volta pro remetente o produto,negativo
acho que deveria nos enformar mais rapido onde esta o produto,neutro
eu recebi desta loja apenas dois pendentes paguei o boleto antecipado e um produto não veio trata se de um pendente em alumínio meia bola medio escovado no valor de r quero de volta,negativo
vcs tá deixando a desejar comprei produtos com vcs e vcs demora entregar e ainda cancela o pedido sem autorização,negativo
